,player,position,squad,age,minutes,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,progressive_passes,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,progressive_carries,year,progressive_passes_per90,progressive_carries_per90
129,Demeaco Duhaney 18,DF,Huddersfield,19,45.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18,6.0,6.0
130,Paul Dummett 18,DF,Newcastle Utd,26,1990.0,0.01,0.02,0.03,0.01,0.03,69.0,0.72,15.0,1.0,0.0,0.0,0.0,40.0,18,3.120603015075377,1.8090452261306533
131,Lewis Dunk 18,DF,Brighton,26,3151.0,0.03,0.02,0.05,0.03,0.05,40.0,0.46,16.0,0.0,0.0,0.0,0.0,58.0,18,1.142494446207553,1.656616947000952
132,Erik Durm 18,DF,Huddersfield,26,2055.0,0.02,0.03,0.05,0.02,0.05,69.0,1.14,24.0,0.0,0.0,0.0,1.0,71.0,18,3.021897810218978,3.1094890510948905
133,Bruno Ecuele Manga 18,DF,Cardiff City,30,3376.0,0.02,0.01,0.03,0.02,0.03,86.0,0.37,11.0,1.0,0.0,1.0,1.0,45.0,18,2.292654028436019,1.199644549763033
134,Ederson 18,GK,Manchester City,24,3420.0,0.0,0.01,0.01,0.0,0.01,3.0,0.13,2.0,3.0,0.0,0.0,0.0,0.0,18,0.07894736842105263,0.0
135,Harvey Elliott 18,MF,Fulham,15,20.0,0.53,0.0,0.53,0.53,0.53,1.0,4.5,0.0,0.0,1.0,0.0,0.0,2.0,18,4.5,9.0
136,Mohamed Elneny 18,MF,Arsenal,26,380.0,0.14,0.04,0.17,0.14,0.17,28.0,1.66,6.0,0.0,0.0,1.0,0.0,26.0,18,6.631578947368421,6.157894736842105
137,Mohamed Elyounoussi 18,"MF,FW",Southampton,23,793.0,0.19,0.11,0.3,0.19,0.3,15.0,3.29,15.0,6.0,3.0,2.0,2.0,48.0,18,1.7023959646910465,5.447667087011349
138,Christian Eriksen 18,MF,Tottenham,26,2774.0,0.18,0.23,0.41,0.18,0.41,177.0,4.22,82.0,26.0,5.0,8.0,4.0,211.0,18,5.742609949531363,6.845710165825523
139,Neil Etheridge 18,GK,Cardiff City,28,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,4.0,2.0,0.0,0.0,0.0,2.0,18,0.0,0.05263157894736842
140,Jonny Evans 18,DF,Leicester City,30,1996.0,0.04,0.01,0.05,0.04,0.05,31.0,0.41,7.0,0.0,0.0,2.0,0.0,29.0,18,1.3977955911823647,1.3076152304609219
141,Łukasz Fabiański 18,GK,West Ham,33,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,18,0.0,0.0
142,Fabinho 18,MF,Liverpool,24,2017.0,0.04,0.06,0.1,0.04,0.1,130.0,1.7,32.0,0.0,1.0,1.0,2.0,142.0,18,5.8006941001487355,6.336142786316311
143,Cesc Fàbregas 18,MF,Chelsea,31,180.0,0.05,0.14,0.19,0.05,0.19,18.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,18,9.0,3.5
144,Fabricio 18,GK,Fulham,30,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
145,Marouane Fellaini 18,MF,Manchester Utd,30,752.0,0.03,0.03,0.06,0.03,0.06,29.0,1.68,10.0,1.0,0.0,0.0,3.0,18.0,18,3.470744680851064,2.154255319148936
146,Kiko Femenía 18,DF,Watford,27,2049.0,0.02,0.07,0.09,0.02,0.09,87.0,1.36,23.0,5.0,1.0,0.0,2.0,86.0,18,3.821376281112738,3.7774524158125917
147,Federico Fernández 18,DF,Newcastle Utd,29,1484.0,0.02,0.02,0.04,0.02,0.04,37.0,0.61,9.0,1.0,0.0,0.0,0.0,22.0,18,2.243935309973046,1.3342318059299192
148,Fernandinho 18,MF,Manchester City,33,2377.0,0.06,0.1,0.16,0.06,0.16,213.0,2.27,49.0,0.0,1.0,2.0,4.0,218.0,18,8.064787547328566,8.254101809002945
149,Roberto Firmino 18,"FW,MF",Liverpool,26,2607.0,0.46,0.2,0.66,0.43,0.63,151.0,3.52,82.0,0.0,8.0,7.0,2.0,161.0,18,5.212888377445339,5.558112773302647
150,Phil Foden 18,MF,Manchester City,18,335.0,0.68,0.17,0.85,0.68,0.85,18.0,3.76,11.0,0.0,1.0,0.0,2.0,39.0,18,4.835820895522388,10.477611940298507
151,Fraser Forster 18,GK,Southampton,30,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
152,Ben Foster 18,GK,Watford,35,3420.0,0.0,0.01,0.01,0.0,0.01,0.0,0.34,5.0,8.0,0.0,0.0,0.0,0.0,18,0.0,0.0
153,Timothy Fosu-Mensah 18,DF,Fulham,20,793.0,0.01,0.06,0.07,0.01,0.07,36.0,1.02,9.0,0.0,0.0,0.0,0.0,47.0,18,4.085750315258512,5.334174022698613
154,Juan Foyth 18,DF,Tottenham,20,888.0,0.08,0.03,0.11,0.08,0.11,18.0,0.91,6.0,0.0,1.0,0.0,1.0,46.0,18,1.8243243243243243,4.662162162162162
155,Simon Francis 18,DF,Bournemouth,33,1229.0,0.01,0.08,0.09,0.01,0.09,68.0,1.68,21.0,1.0,0.0,0.0,0.0,47.0,18,4.979658258746949,3.4418226200162736
156,Ryan Fraser 18,"MF,FW",Bournemouth,24,3166.0,0.14,0.33,0.47,0.14,0.47,141.0,3.81,81.0,37.0,7.0,4.0,5.0,219.0,18,4.008212255211624,6.225521162349969
157,Fred 18,MF,Manchester Utd,25,1041.0,0.07,0.08,0.15,0.07,0.15,65.0,2.25,20.0,2.0,1.0,1.0,2.0,76.0,18,5.619596541786744,6.5706051873198845
158,Ryan Fredericks 18,DF,West Ham,25,1086.0,0.04,0.03,0.07,0.04,0.07,26.0,0.83,7.0,2.0,0.0,1.0,0.0,49.0,18,2.154696132596685,4.060773480662983
159,Christian Fuchs 18,DF,Leicester City,32,207.0,0.02,0.11,0.14,0.02,0.14,19.0,4.78,10.0,0.0,0.0,0.0,0.0,12.0,18,8.260869565217392,5.217391304347826
160,Manolo Gabbiadini 18,"FW,MF",Southampton,26,476.0,0.36,0.03,0.39,0.36,0.39,4.0,2.08,6.0,0.0,2.0,0.0,2.0,19.0,18,0.7563025210084033,3.592436974789916
161,Sam Gallagher 18,"FW,DF",Southampton,22,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
162,Idrissa Gana Gueye 18,MF,Everton,28,2822.0,0.02,0.03,0.06,0.02,0.06,173.0,1.59,38.0,0.0,3.0,3.0,3.0,148.0,18,5.517363571934799,4.720056697377746
163,James Garner 18,MF,Manchester Utd,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
164,Paulo Gazzaniga 18,GK,Tottenham,26,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
165,David de Gea 18,GK,Manchester Utd,27,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2.0,4.0,0.0,0.0,0.0,0.0,18,0.0,0.0
166,Rachid Ghezzal 18,"FW,MF",Leicester City,26,743.0,0.15,0.22,0.37,0.15,0.37,38.0,4.48,27.0,6.0,1.0,2.0,1.0,60.0,18,4.602960969044414,7.267833109017496
167,Morgan Gibbs-White 18,"MF,FW",Wolves,18,663.0,0.13,0.19,0.32,0.13,0.32,23.0,2.31,15.0,2.0,0.0,0.0,0.0,38.0,18,3.1221719457013575,5.158371040723982
168,Ben Gibson 18,DF,Burnley,25,62.0,0.72,0.0,0.72,0.72,0.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.354838709677419,0.0
169,Olivier Giroud 18,FW,Chelsea,31,847.0,0.38,0.25,0.63,0.38,0.63,11.0,2.66,24.0,0.0,0.0,0.0,0.0,6.0,18,1.1688311688311688,0.6375442739079102
170,André Gomes 18,MF,Everton,25,1980.0,0.08,0.02,0.1,0.08,0.1,114.0,1.59,25.0,0.0,5.0,4.0,1.0,110.0,18,5.181818181818182,5.0
171,Angel Gomes 18,"MF,FW",Manchester Utd,17,27.0,0.44,0.0,0.44,0.44,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18,3.3333333333333335,16.666666666666668
172,Joe Gomez 18,DF,Liverpool,21,1063.0,0.03,0.03,0.05,0.03,0.05,32.0,0.76,9.0,0.0,0.0,0.0,0.0,20.0,18,2.7093132643461897,1.6933207902163687
173,Jon Gorenc Stanković 18,"MF,DF",Huddersfield,22,715.0,0.12,0.02,0.14,0.12,0.14,21.0,1.13,7.0,0.0,1.0,0.0,0.0,13.0,18,2.6433566433566433,1.6363636363636362
174,Dan Gosling 18,MF,Bournemouth,28,1739.0,0.09,0.06,0.15,0.09,0.15,94.0,1.09,16.0,2.0,0.0,2.0,0.0,54.0,18,4.864864864864865,2.7947096032202414
175,Karlan Grant 18,FW,Huddersfield,20,877.0,0.28,0.03,0.31,0.28,0.31,11.0,2.05,13.0,0.0,4.0,2.0,1.0,32.0,18,1.12884834663626,3.2839224629418475
176,Andre Gray 18,FW,Watford,27,1366.0,0.38,0.12,0.5,0.38,0.5,13.0,2.17,26.0,0.0,2.0,2.0,1.0,27.0,18,0.8565153733528551,1.7789165446559299
177,Demarai Gray 18,"FW,MF",Leicester City,22,1985.0,0.19,0.05,0.24,0.19,0.24,44.0,1.9,25.0,1.0,6.0,6.0,3.0,154.0,18,1.994962216624685,6.982367758186397
178,Mason Greenwood 18,"FW,MF",Manchester Utd,16,117.0,0.66,0.09,0.76,0.66,0.76,4.0,4.62,5.0,0.0,1.0,0.0,0.0,15.0,18,3.0769230769230766,11.538461538461538
179,Pascal Groß 18,MF,Brighton,27,1864.0,0.18,0.2,0.39,0.11,0.31,72.0,3.57,39.0,26.0,3.0,3.0,3.0,78.0,18,3.4763948497854074,3.766094420600858
180,Vicente Guaita 18,GK,Crystal Palace,31,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,18,0.0,0.0
181,Mattéo Guendouzi 18,MF,Arsenal,19,2149.0,0.02,0.09,0.11,0.02,0.11,137.0,2.26,46.0,0.0,4.0,1.0,1.0,198.0,18,5.7375523499302,8.292228943694742
182,İlkay Gündoğan 18,MF,Manchester City,27,2137.0,0.15,0.17,0.32,0.15,0.32,165.0,3.75,61.0,19.0,3.0,3.0,2.0,238.0,18,6.948993916705662,10.023397285914834
183,Angus Gunn 18,GK,Southampton,22,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,1.0,0.0,0.0,0.0,0.0,18,0.0,0.0
184,Aron Gunnarsson 18,MF,Cardiff City,29,2266.0,0.05,0.06,0.11,0.05,0.11,58.0,1.31,20.0,8.0,0.0,1.0,3.0,40.0,18,2.3036187113857016,1.588702559576346
185,Florent Hadergjonaj 18,"DF,MF",Huddersfield,24,1842.0,0.01,0.08,0.09,0.01,0.09,69.0,1.81,31.0,1.0,1.0,1.0,1.0,75.0,18,3.3713355048859937,3.664495114006515
186,Ben Hamer 18,GK,Huddersfield,30,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
187,Kadeem Harris 18,"MF,FW",Cardiff City,25,375.0,0.23,0.08,0.31,0.23,0.31,7.0,2.16,7.0,0.0,0.0,1.0,1.0,27.0,18,1.68,6.4799999999999995
188,Joe Hart 18,GK,Burnley,31,1710.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,18,0.05263157894736842,0.0
189,Isaac Hayden 18,MF,Newcastle Utd,23,1859.0,0.04,0.08,0.12,0.04,0.12,47.0,1.79,34.0,0.0,1.0,0.0,0.0,33.0,18,2.275416890801506,1.5976331360946745
190,Eden Hazard 18,FW,Chelsea,27,2923.0,0.35,0.29,0.64,0.26,0.55,215.0,6.31,132.0,15.0,28.0,6.0,23.0,545.0,18,6.619911050290797,16.780704755388303
191,Rhys Healey 18,"MF,FW",Cardiff City,23,52.0,0.06,0.0,0.06,0.06,0.06,0.0,3.46,1.0,1.0,0.0,0.0,0.0,1.0,18,0.0,1.7307692307692308
192,Tom Heaton 18,GK,Burnley,32,1710.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58,5.0,5.0,0.0,1.0,0.0,0.0,18,0.05263157894736842,0.0
193,Jordan Henderson 18,MF,Liverpool,28,1987.0,0.07,0.07,0.14,0.07,0.14,135.0,1.59,32.0,1.0,0.0,1.0,0.0,102.0,18,6.114745848012078,4.620030196275792
194,Jeff Hendrick 18,"MF,FW",Burnley,26,2063.0,0.06,0.07,0.13,0.06,0.13,48.0,1.27,24.0,0.0,1.0,3.0,0.0,63.0,18,2.094037809015996,2.748424624333495
195,Wayne Hennessey 18,GK,Crystal Palace,31,1576.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,2.0,2.0,0.0,0.0,0.0,0.0,18,0.05710659898477157,0.0
196,Javier Hernández 18,FW,West Ham,30,1334.0,0.39,0.09,0.49,0.39,0.49,23.0,1.21,11.0,0.0,2.0,2.0,3.0,35.0,18,1.5517241379310345,2.361319340329835
197,Ander Herrera 18,MF,Manchester Utd,28,1403.0,0.1,0.09,0.19,0.1,0.19,75.0,2.18,27.0,1.0,2.0,1.0,2.0,85.0,18,4.8111190306486105,5.452601568068425
198,Son Heung-min 18,"FW,MF",Tottenham,26,2039.0,0.34,0.15,0.49,0.34,0.49,70.0,3.58,55.0,3.0,16.0,4.0,3.0,167.0,18,3.089749877390878,7.37126042177538
199,Gonzalo Higuaín 18,FW,Chelsea,30,1085.0,0.44,0.09,0.53,0.44,0.53,11.0,2.24,27.0,0.0,0.0,0.0,0.0,33.0,18,0.9124423963133641,2.737327188940092
200,Wesley Hoedt 18,DF,Southampton,24,1170.0,0.05,0.0,0.05,0.05,0.05,39.0,0.46,5.0,0.0,0.0,0.0,1.0,27.0,18,3.0,2.076923076923077
201,Jonathan Hogg 18,MF,Huddersfield,29,2367.0,0.01,0.03,0.04,0.01,0.04,102.0,1.1,25.0,0.0,0.0,1.0,3.0,50.0,18,3.8783269961977185,1.9011406844106464
202,Junior Hoilett 18,"MF,FW",Cardiff City,28,2141.0,0.13,0.05,0.18,0.13,0.18,32.0,1.85,25.0,8.0,3.0,3.0,4.0,100.0,18,1.3451658103689865,4.203643157403083
203,Rob Holding 18,DF,Arsenal,22,807.0,0.0,0.02,0.02,0.0,0.02,22.0,0.33,3.0,0.0,0.0,0.0,0.0,31.0,18,2.453531598513011,3.45724907063197
204,José Holebas 18,DF,Watford,34,2393.0,0.04,0.13,0.17,0.04,0.17,68.0,1.77,18.0,28.0,1.0,0.0,0.0,88.0,18,2.557459256163811,3.3096531550355204
205,Mason Holgate 18,DF,Everton,21,408.0,0.0,0.0,0.0,0.0,0.0,25.0,0.22,1.0,0.0,0.0,0.0,0.0,35.0,18,5.514705882352941,7.720588235294118
206,Callum Hudson-Odoi 18,FW,Chelsea,17,393.0,0.16,0.22,0.37,0.16,0.37,11.0,3.44,14.0,0.0,0.0,1.0,0.0,47.0,18,2.5190839694656493,10.763358778625955
207,Will Hughes 18,"MF,FW",Watford,23,2418.0,0.09,0.12,0.21,0.09,0.21,95.0,2.16,40.0,1.0,1.0,3.0,10.0,129.0,18,3.5359801488833744,4.801488833746898
208,Emerson Hyndman 18,MF,Bournemouth,22,38.0,0.0,0.0,0.0,0.0,0.0,1.0,2.37,1.0,0.0,0.0,0.0,0.0,1.0,18,2.3684210526315788,2.3684210526315788
209,Pierre Højbjerg 18,MF,Southampton,22,2760.0,0.08,0.07,0.16,0.08,0.16,142.0,2.15,46.0,1.0,3.0,6.0,6.0,150.0,18,4.630434782608695,4.891304347826087
210,Jordon Ibe 18,"MF,FW",Bournemouth,22,797.0,0.07,0.12,0.18,0.07,0.18,33.0,1.58,9.0,3.0,2.0,0.0,0.0,74.0,18,3.7264742785445417,8.356336260978669
211,Vicente Iborra 18,MF,Leicester City,30,229.0,0.07,0.02,0.09,0.07,0.09,11.0,0.79,1.0,0.0,1.0,0.0,0.0,6.0,18,4.323144104803494,2.3580786026200875
212,Kelechi Iheanacho 18,"FW,MF",Leicester City,21,941.0,0.23,0.19,0.42,0.23,0.42,20.0,2.39,20.0,0.0,1.0,0.0,3.0,26.0,18,1.9128586609989373,2.4867162592986185
213,Danny Ings 18,FW,Southampton,26,1651.0,0.5,0.14,0.64,0.37,0.51,42.0,3.0,37.0,0.0,9.0,2.0,3.0,53.0,18,2.289521502119927,2.8891580860084796
214,Alex Iwobi 18,"FW,MF",Arsenal,22,1970.0,0.15,0.28,0.43,0.15,0.43,106.0,3.97,79.0,1.0,4.0,2.0,0.0,254.0,18,4.842639593908629,11.604060913705583
215,José Izquierdo 18,"MF,FW",Brighton,26,795.0,0.08,0.06,0.14,0.08,0.14,15.0,1.58,11.0,0.0,1.0,1.0,1.0,40.0,18,1.6981132075471697,4.528301886792453
216,Phil Jagielka 18,"DF,MF",Everton,35,331.0,0.1,0.05,0.15,0.1,0.15,6.0,0.27,1.0,0.0,0.0,0.0,0.0,2.0,18,1.6314199395770395,0.5438066465256798
217,Alireza Jahanbakhsh 18,"FW,MF",Brighton,24,1020.0,0.06,0.02,0.08,0.06,0.08,25.0,1.59,10.0,3.0,1.0,1.0,2.0,43.0,18,2.205882352941176,3.7941176470588234
218,Daryl Janmaat 18,DF,Watford,29,1520.0,0.03,0.04,0.06,0.03,0.06,66.0,1.36,19.0,0.0,4.0,0.0,0.0,62.0,18,3.9078947368421053,3.6710526315789473
219,Vincent Janssen 18,FW,Tottenham,24,39.0,0.76,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
220,Carl Jenkinson 18,DF,Arsenal,26,166.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18,1.6265060240963853,2.710843373493976
221,Gabriel Jesus 18,FW,Manchester City,21,1036.0,0.81,0.15,0.96,0.75,0.9,24.0,4.0,33.0,0.0,6.0,6.0,1.0,58.0,18,2.0849420849420848,5.038610038610039
222,Raúl Jiménez 18,FW,Wolves,27,3111.0,0.4,0.19,0.58,0.35,0.54,70.0,2.31,63.0,0.0,8.0,6.0,1.0,145.0,18,2.0250723240115716,4.194792671166827
223,Stefan Johansen 18,MF,Fulham,27,417.0,0.01,0.01,0.02,0.01,0.02,29.0,0.86,4.0,0.0,0.0,0.0,0.0,13.0,18,6.258992805755395,2.805755395683453
224,Ben Johnson 18,DF,West Ham,18,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
225,Tyreke Johnson 18,FW,Southampton,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
226,Phil Jones 18,DF,Manchester Utd,26,1263.0,0.03,0.04,0.07,0.03,0.07,29.0,0.43,5.0,0.0,0.0,1.0,0.0,37.0,18,2.0665083135391926,2.6365795724465557
227,Jorginho 18,MF,Chelsea,26,3156.0,0.04,0.09,0.13,0.02,0.11,301.0,1.77,59.0,0.0,0.0,0.0,1.0,160.0,18,8.583650190114067,4.562737642585551
228,Joselu 18,FW,Newcastle Utd,28,596.0,0.24,0.01,0.25,0.24,0.25,13.0,0.91,6.0,0.0,0.0,0.0,0.0,3.0,18,1.9630872483221478,0.45302013422818793
229,Diogo Jota 18,"FW,MF",Wolves,21,2355.0,0.31,0.15,0.46,0.31,0.46,69.0,3.02,47.0,0.0,10.0,7.0,13.0,186.0,18,2.6369426751592355,7.108280254777069
230,Mathias Jørgensen 18,DF,Huddersfield,28,2147.0,0.07,0.01,0.08,0.07,0.08,101.0,0.59,14.0,0.0,0.0,0.0,0.0,61.0,18,4.233814625058221,2.5570563577084306
231,Christian Kabasele 18,DF,Watford,27,1586.0,0.04,0.0,0.05,0.04,0.05,25.0,0.17,2.0,0.0,0.0,0.0,0.0,15.0,18,1.4186633039092054,0.8511979823455232
232,Elias Kachunga 18,"FW,MF",Huddersfield,26,1182.0,0.07,0.01,0.08,0.07,0.08,16.0,0.76,7.0,0.0,1.0,1.0,1.0,42.0,18,1.218274111675127,3.197969543147208
233,Aboubakar Kamara 18,"FW,MF",Fulham,23,693.0,0.47,0.12,0.59,0.27,0.39,13.0,2.99,18.0,0.0,3.0,1.0,1.0,43.0,18,1.6883116883116882,5.584415584415584
234,Harry Kane 18,FW,Tottenham,25,2424.0,0.53,0.15,0.68,0.41,0.57,71.0,2.97,53.0,1.0,10.0,7.0,8.0,109.0,18,2.636138613861386,4.047029702970297
235,N'Golo Kanté 18,MF,Chelsea,27,3092.0,0.07,0.12,0.19,0.07,0.19,136.0,2.53,81.0,1.0,1.0,2.0,1.0,198.0,18,3.958602846054334,5.763260025873222
236,Beram Kayal 18,MF,Brighton,30,940.0,0.07,0.08,0.15,0.07,0.15,30.0,0.77,7.0,0.0,0.0,0.0,0.0,22.0,18,2.872340425531915,2.106382978723404
237,Michael Keane 18,DF,Everton,25,2969.0,0.05,0.02,0.07,0.05,0.07,107.0,0.55,14.0,0.0,0.0,3.0,0.0,81.0,18,3.243516335466487,2.455372179184911
238,Neeskens Kebano 18,"FW,MF",Fulham,26,108.0,0.04,0.0,0.04,0.04,0.04,1.0,1.67,2.0,0.0,0.0,0.0,0.0,11.0,18,0.8333333333333334,9.166666666666668
239,Naby Keïta 18,MF,Liverpool,23,1390.0,0.15,0.07,0.23,0.15,0.23,107.0,2.46,30.0,1.0,1.0,4.0,1.0,169.0,18,6.928057553956834,10.942446043165468
240,Martin Kelly 18,DF,Crystal Palace,28,1111.0,0.03,0.0,0.04,0.03,0.04,17.0,0.32,2.0,2.0,0.0,0.0,0.0,20.0,18,1.3771377137713772,1.6201620162016201
241,Kenedy 18,"MF,FW",Newcastle Utd,22,1348.0,0.16,0.06,0.22,0.11,0.17,42.0,2.6,23.0,2.0,8.0,0.0,5.0,72.0,18,2.8041543026706233,4.807121661721069
242,Jonjoe Kenny 18,DF,Everton,21,791.0,0.01,0.03,0.05,0.01,0.05,58.0,1.59,14.0,0.0,0.0,0.0,0.0,38.0,18,6.599241466498103,4.323640960809102
243,Max Kilman 18,DF,Wolves,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0
244,Joshua King 18,"FW,MF",Bournemouth,26,2961.0,0.37,0.14,0.51,0.23,0.37,78.0,2.37,58.0,0.0,9.0,3.0,8.0,171.0,18,2.370820668693009,5.197568389057751
245,Anthony Knockaert 18,"MF,FW",Brighton,26,1837.0,0.13,0.2,0.33,0.13,0.33,42.0,3.18,27.0,26.0,1.0,5.0,2.0,114.0,18,2.0577027762656503,5.5851932498639085
246,Sead Kolašinac 18,DF,Arsenal,25,1887.0,0.02,0.25,0.27,0.02,0.27,79.0,2.15,41.0,0.0,3.0,0.0,1.0,127.0,18,3.767885532591415,6.057233704292528
247,Vincent Kompany 18,DF,Manchester City,32,1224.0,0.01,0.01,0.02,0.01,0.02,61.0,0.59,8.0,0.0,0.0,0.0,0.0,81.0,18,4.485294117647059,5.955882352941177
248,Terence Kongolo 18,DF,Huddersfield,24,2716.0,0.04,0.03,0.07,0.04,0.07,79.0,0.66,14.0,1.0,0.0,2.0,1.0,64.0,18,2.617820324005891,2.1207658321060383
249,Laurent Koscielny 18,DF,Arsenal,32,1331.0,0.11,0.01,0.12,0.11,0.12,26.0,0.47,7.0,0.0,0.0,0.0,0.0,34.0,18,1.7580766341096918,2.2990232907588277
250,Cheikhou Kouyaté 18,MF,Crystal Palace,28,1899.0,0.07,0.04,0.11,0.07,0.11,62.0,1.47,20.0,0.0,3.0,5.0,2.0,75.0,18,2.9383886255924168,3.554502369668246
251,Mateo Kovačić 18,MF,Chelsea,24,1735.0,0.09,0.13,0.22,0.09,0.22,92.0,3.06,46.0,1.0,5.0,3.0,4.0,150.0,18,4.772334293948127,7.780979827089337
252,Rajiv van La Parra 18,"FW,MF",Huddersfield,27,405.0,0.06,0.15,0.21,0.06,0.21,6.0,2.67,9.0,1.0,0.0,0.0,2.0,25.0,18,1.3333333333333333,5.555555555555555
253,Alexandre Lacazette 18,FW,Arsenal,27,2502.0,0.45,0.13,0.57,0.45,0.57,72.0,2.88,53.0,0.0,14.0,5.0,5.0,97.0,18,2.5899280575539567,3.4892086330935252
254,Adam Lallana 18,"MF,FW",Liverpool,30,468.0,0.07,0.09,0.17,0.07,0.17,32.0,3.85,15.0,3.0,1.0,0.0,1.0,31.0,18,6.153846153846153,5.961538461538462
255,Érik Lamela 18,"FW,MF",Tottenham,26,974.0,0.33,0.24,0.56,0.33,0.56,36.0,4.71,29.0,8.0,7.0,4.0,3.0,67.0,18,3.326488706365503,6.190965092402464
256,Manuel Lanzini 18,MF,West Ham,25,686.0,0.17,0.14,0.31,0.17,0.31,39.0,2.23,10.0,1.0,2.0,2.0,2.0,71.0,18,5.11661807580175,9.314868804664723
257,Aymeric Laporte 18,DF,Manchester City,24,3057.0,0.06,0.03,0.09,0.06,0.09,238.0,1.15,35.0,0.0,0.0,2.0,0.0,423.0,18,7.006869479882237,12.453385672227673
258,Jamaal Lascelles 18,DF,Newcastle Utd,24,2745.0,0.02,0.01,0.03,0.02,0.03,47.0,0.23,6.0,0.0,0.0,1.0,0.0,22.0,18,1.540983606557377,0.7213114754098361
259,Maxime Le Marchand 18,DF,Fulham,28,2250.0,0.01,0.02,0.03,0.01,0.03,61.0,0.92,22.0,0.0,0.0,0.0,1.0,61.0,18,2.44,2.44
260,Florian Lejeune 18,DF,Newcastle Utd,27,1054.0,0.04,0.02,0.06,0.04,0.06,32.0,0.68,7.0,0.0,0.0,1.0,0.0,26.0,18,2.732447817836812,2.22011385199241
261,Mario Lemina 18,MF,Southampton,24,1613.0,0.06,0.02,0.08,0.06,0.08,68.0,2.01,28.0,0.0,3.0,1.0,4.0,103.0,18,3.794172349659021,5.747055176689399
262,Aaron Lennon 18,"MF,FW",Burnley,31,1215.0,0.05,0.04,0.1,0.05,0.1,20.0,1.33,10.0,0.0,2.0,0.0,6.0,46.0,18,1.4814814814814814,3.4074074074074074
263,Bernd Leno 18,GK,Arsenal,26,2836.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.06346967559943582,0.0
264,Jefferson Lerma 18,MF,Bournemouth,23,2506.0,0.04,0.03,0.08,0.04,0.08,110.0,1.44,28.0,1.0,3.0,2.0,3.0,83.0,18,3.9505187549880287,2.980845969672785
265,Stephan Lichtsteiner 18,DF,Arsenal,34,938.0,0.0,0.0,0.01,0.0,0.01,27.0,0.38,2.0,1.0,0.0,0.0,0.0,55.0,18,2.5906183368869935,5.277185501066098
266,Victor Lindelöf 18,DF,Manchester Utd,24,2601.0,0.02,0.03,0.06,0.02,0.06,67.0,0.28,7.0,0.0,0.0,0.0,0.0,103.0,18,2.3183391003460208,3.56401384083045
267,Jesse Lingard 18,"FW,MF",Manchester Utd,25,1663.0,0.26,0.11,0.37,0.22,0.33,46.0,3.14,46.0,1.0,5.0,2.0,3.0,97.0,18,2.4894768490679495,5.249549007817198
268,Fernando Llorente 18,FW,Tottenham,33,694.0,0.4,0.16,0.56,0.4,0.56,6.0,2.46,15.0,0.0,2.0,2.0,0.0,7.0,18,0.7780979827089337,0.9077809798270893
